Id,Tags,Score,ClosedDate
"69970270","<angular><angular-reactive-forms><angular-forms><formarray><formgroups>","2",""
"69970271","","7",""
"69970272","<java><apereo>","1",""
"69970273","","7",""
"69970275","","0",""
"69970276","","0",""
"69970277","","0",""
"69970278","<docker>","0",""
"69970280","<attributes><robocopy><script>","0",""
"69970281","<javascript><binary><decimal><let><bigint>","0",""
"69970283","","1",""
"69970284","<layout><plugins><outline>","1",""
"69970285","","1",""
"69970287","<javascript><postgresql><react-redux><loopbackjs><file-type>","0",""
"69970288","","0",""
"69970290","<android><flutter><dart><flutter-dependencies>","1",""
"69970293","<php><html><ajax><soap><php-curl>","1",""
"69970294","<python><pyqt5><qt-designer><raspberry-pi4>","1",""
"69970295","","3",""
"69970296","<git><jenkins><build><odm>","0",""
"69970297","","0",""
"69970298","","2",""
"69970299","","1",""
"69970300","","0",""
"69970301","","0",""
"69970303","","0",""
"69970304","<php><mysql><openssl>","0",""
"69970307","","0",""
"69970308","<prometheus><grafana><logstash-grok>","1",""
"69970310","<xml><readxml><writexml>","0",""
"69970311","","0",""
"69970312","<c><output><primes><non-deterministic>","0",""
"69970313","","0",""
"69970314","<php><desktop>","1",""
"69970315","","0",""
"69970316","<python><dictionary>","2",""
"69970317","","1",""
"69970318","","0",""
"69970319","<python><tensorflow><machine-learning><keras><deep-learning>","1",""
"69970320","<osgi><aem><osgi-bundle>","0",""
"69970321","","1",""
"69970322","<dataweave><mulesoft>","0",""
"69970323","","0",""
"69970324","","2",""
"69970325","<android><google-play><google-play-console>","0",""
"69970328","<javascript><ios><react-native><npm><npm-publish>","1",""
"69970329","","1",""
"69970331","<javascript>","-2",""
"69970332","","1",""
"69970334","<c++>","0",""
"69970335","<jestjs>","0",""
"69970337","<view><case><feed><salesforce-service-cloud>","0",""
"69970338","<security><oauth><jwt><google-oauth><django-authentication>","0",""
"69970339","<flutter><dart><flutter-layout>","0",""
"69970340","<asp.net><sass><node-sass>","0",""
"69970341","","0",""
"69970342","<maven><pom.xml><mulesoft><anypoint-studio><connector>","0",""
"69970343","","0",""
"69970344","<python><selenium><alert>","-1",""
"69970345","<javascript><reactjs><excel><export><export-to-excel>","0",""
"69970346","<android><permissions><overlay>","0",""
"69970347","<mysql><mysql-8.0>","0",""
"69970348","<postgresql><postgresql-11>","0",""
"69970350","","2",""
"69970351","","0",""
"69970352","","1",""
"69970353","<c#><loops><console-application>","0",""
"69970354","","0",""
"69970356","<python><tkinter>","0",""
"69970358","<android><kotlin><android-jetpack-compose><android-jetpack><bottom-sheet>","0",""
"69970361","<java><android-studio><firebase-realtime-database><onclick>","0",""
"69970363","<typescript><tslint><disable>","0",""
"69970364","<flutter><flutter-getx>","0",""
"69970366","<javascript>","0",""
"69970367","<c#><asp.net-mvc>","-1",""
"69970368","<javascript><vue.js><nuxt.js>","1",""
"69970370","<typescript><vue.js><npm><google-cloud-firestore>","0",""
"69970371","<html><css><forms>","2",""
"69970372","<rust>","-1",""
"69970373","<python><docker><flask><redis>","0",""
"69970374","","0",""
"69970376","<reactjs><material-ui><treeview>","1",""
"69969454","<django><django-queryset><django-annotate>","1",""
"69969455","<vue.js><nuxt.js>","0",""
"69969456","","2",""
"69969458","","1",""
"69969459","","1",""
"69969461","<javascript><vue.js><google-maps><marker>","1",""
"69969462","","5",""
"69969463","<selenium><selenium-webdriver><testing><automation><selenium-chromedriver>","1","2021-11-15 10:43:11"
"69969464","<javascript>","0",""
"69969466","","0",""
"69969467","","1",""
"69969469","<spring-boot><spring-kafka><spring-cloud-stream-binder-kafka><spring-boot-cloud-streams>","0",""
"69969470","","2",""
"69969471","<docker>","1","2021-11-15 11:44:53"
"69969472","","1",""
"69969473","<ajax><wordpress>","-1",""
"69969474","","2",""
"69969475","","0",""
"69969476","","2",""
"69969477","","1",""
"69969478","<reactjs><typescript><typescript-typings><react-query>","1",""
"69969479","","0",""
"69969480","","1",""
"69969481","","2",""
"69969482","<python><pandas><in-place>","32",""
"69969484","","1",""
"69969485","<wordpress><custom-post-type>","-1",""
"69969486","","0",""
"69969487","<sql-server><excel><csv><tsql>","0",""
"69969488","<php><codeigniter>","0",""
"69969490","","1",""
"69969491","","0",""
"69969492","","2",""
"69969493","<visual-studio-code><fonts>","-3",""
"69969494","","0",""
"69969495","<reactjs><react-router-dom>","2",""
"69969496","<plsql><oracle-sqldeveloper>","0","2021-11-17 14:25:06"
"69969499","","0",""
"69969500","","2",""
"69969501","","1",""
"69969502","","0",""
"69969503","<css><reactjs><styled-components>","0",""
"69969505","<asp.net-identity><identityserver4>","0",""
"69969506","<hash><ada><gnat>","1",""
"69969507","","1",""
"69969508","<python><python-3.x><qml><pyside6>","0",""
"69969509","","0",""
"69969510","","0",""
"69969511","<r>","1",""
"69969512","","0",""
"69969513","","1",""
"69969515","","0",""
"69969517","","0",""
"69969518","","2",""
"69969520","","0",""
"69969521","<python>","0",""
"69969523","<amazon-web-services><amazon-cognito><aws-amplify><aws-serverless><refresh-token>","0",""
"69969524","<ruby-on-rails><ruby>","0",""
"69969525","<javascript><c#><.net-core>","1",""
"69969527","","1",""
"69969528","","0",""
"69969529","<palantir-foundry><foundry-code-repositories>","1",""
"69969531","<python><image><plotly>","0",""
"69969532","<amazon-web-services><aws-lambda><amazon-cloudformation>","0",""
"69969534","","2",""
"69969535","","1",""
"69969536","<spring><autowired>","0","2021-11-15 12:49:09"
"69969537","<websocket><socket.io>","1",""
"69969538","","1",""
"69969541","","3",""
"69969543","","1",""
"69969544","","0",""
"69969545","<jquery><ruby-on-rails>","1",""
"69969547","","-2",""
"69969548","","0",""
"69969550","<r><dplyr>","0",""
"69969551","","1",""
"69969552","<webassembly>","0",""
"69969553","<html><css><angular><ngx-gallery>","0",""
"69969554","<javascript>","-5","2021-11-15 05:41:15"
"69969555","","0",""
"69969556","<gitlab><cicd>","0",""
"69969558","<html><reactjs><typescript>","0",""
"69969560","","0",""
"69969561","","0",""
"69969563","<python>","0","2021-11-15 04:43:48"
"69969564","<google-apps-script><google-sheets><google-sheets-formula><google-sheets-api>","-1",""
"69969565","<java><disruptor-pattern><lmax>","0",""
"69969568","","0",""
"69969570","","2",""
"69969571","<java><android><url><android-edittext>","0","2021-11-15 04:39:50"
"69969572","<miniconda>","0",""
"69969573","","1",""
"69969574","","0",""
"69969575","","1",""
"69969576","<c#><.net><mvvm><avaloniaui>","0",""
"69969577","<common-lisp><cl-who>","1",""
"69969580","","2",""
"69969581","<join><amazon-redshift><export-to-csv>","0",""
"69969582","","1",""
"69969583","","1",""
"69969584","","0",""
"69969585","<javascript><html><button>","-1",""
"69969586","<python><naivebayes><dtype><numpy-ufunc>","0",""
"69969587","","0",""
"69969588","<discord-jda>","0",""
"69969589","<postgresql><group-by>","0",""
"69969591","<sql><sqlite><recursion><recursive-query>","-1",""
"69969593","","0",""
"69969595","","1",""
"69969598","","1",""
"69969599","","2",""
"69969600","","0",""
"69969602","<git><github>","0",""
"69969604","","0",""
"69969605","","0",""
"69969607","<python><sql><sqlalchemy><odbc><pyodbc>","0",""
"69969608","","1",""
"69969609","","0",""
"69969610","","0",""
"69969612","<reactjs>","0",""
"69969613","","1",""
"69969614","<ruby><windows>","1",""
"69969615","","0",""
"69969616","<azure><azure-ad-b2c-custom-policy>","0",""
"69969617","<testing><automation><automated-tests><e2e-testing><testcafe>","0",""
"69969618","","0",""
"69969619","","1",""
"69969620","<html><css><ios><mobile-website><clip-path>","0",""
"69970698","<html><css><angular><typescript><html-table>","0",""
"69970699","<javascript><jquery><datepicker>","1",""
"69970700","","1",""
"69970701","<sql><sql-server>","0",""
"69970702","<python><django><django-admin><admin><multi-tenant>","0",""
"69970703","","5",""
"69970704","","2",""
"69970705","","0",""
"69970706","","1",""
"69970707","","2",""
"69970708","","1",""
"69970709","","0",""
"69970710","<python><regex>","-2",""
"69970711","","0",""
"69970712","<apache-flink>","0",""
"69970713","","3",""
"69970714","","1",""
"69970716","","0",""
"69970717","","0",""
"69970718","","1",""
"69970719","<python><scipy>","0",""
"69970720","<javascript><angular><angularjs><typescript><angular13>","0",""
"69970721","<hammerspoon>","1",""
"69970722","<python><selenium><mozilla><geckodriver>","1",""
"69970723","","0",""
"69970724","<javascript><typescript><react-hooks>","0","2021-11-15 07:30:19"
"69970726","<javascript><html><jquery><css><draggable>","0",""
"69970727","<django>","0",""
"69970728","","1",""
"69970729","<azure><azure-devops><azure-pipelines>","0",""
"69970730","","0",""
"69970731","<java><timezone><timezone-offset>","0",""
"69970732","","0",""
"69970733","","2",""
"69970735","<c><makefile>","0",""
"69970736","","0",""
"69970737","","0",""
"69970738","","1",""
"69970739","<ruby>","0",""
"69970740","<javascript>","1",""
"69970741","<sql><oracle><recursion><subquery><oracle-sqldeveloper>","0",""
"69970743","<android><android-studio><kotlin><bluetooth>","2",""
"69970744","<rest><sabre>","0",""
"69970745","","0",""
"69970747","","1",""
"69970748","","0",""
"69970749","<ms-access-2010><ms-access-2013>","1",""
"69970751","","1",""
"69970753","","0",""
"69970755","<java><android><android-tablayout>","-1",""
"69970756","","1",""
"69970757","","0",""
"69970759","","0",""
"69970760","","1",""
"69970761","","0",""
"69970762","","0",""
"69970763","<asbio>","0",""
"69970764","","0",""
"69970766","","0",""
"69970768","","0",""
"69970771","","2",""
"69970772","","2",""
"69970774","<angular>","0",""
"69970775","<verilog>","1",""
"69970776","","0",""
"69970778","<java><tomcat><systemd><catalina>","0",""
"69970779","","0",""
"69970780","","1",""
"69970781","","0",""
"69970783","","0",""
"69970784","","0",""
"69970785","<ruby-on-rails><datetime>","1",""
"69970787","<jquery><ajax><push><add>","-1",""
"69970789","<python><machine-learning><scikit-learn><xgboost><encoder>","0",""
"69970791","<c#><sql><asp.net-mvc><jstree>","0",""
"69970792","","1",""
"69970793","","0",""
"69970794","<python><list><integer><compare>","1",""
"69970795","","2",""
"69970797","","0",""
"69970798","<python-3.x>","2",""
"69970799","<c><function>","-1","2021-11-15 07:41:10"
"69970800","","0",""
"69970801","","0",""
"69970802","","5",""
"69970805","<python><html>","0",""
"69970807","","0",""
"69970808","<css>","-1","2021-11-15 09:24:03"
"69970809","<c++>","6",""
"69970810","","1",""
"69970812","","0",""
"69970813","<python><pandas>","2",""
"69970814","","0",""
"69970815","<genetics><gwas>","0",""
"69970817","","0",""
"69970819","<javascript><reactjs><graphql><rack-cors>","0",""
"69970820","","1",""
"69970821","<r><data-transform>","0","2021-11-15 07:56:31"
"69970822","","0",""
"69970823","","1",""
"69970824","<makefile><zeromq><jetson-xavier>","0",""
"69970825","","0",""
"69970826","","0",""
"69970827","","1",""
"69970828","","0",""
"69970829","<android><kotlin>","0",""
"69970831","","1",""
"69970832","<powershell><csv><active-directory>","0",""
"69970833","","2",""
"69970835","<reactjs><next.js>","0",""
"69970836","","0",""
"69970837","","0",""
"69970839","","3",""
"69970840","","0",""
"69970842","","0",""
"69970843","","2",""
"69970844","<sql-server>","0",""
"69970845","","1",""
"69970846","<javascript><java><smartgwt><lzma>","0",""
"69970847","<django><apache><ssl><https><mod-wsgi>","0",""
"69970850","<java><azure-functions><karate>","2","2021-11-15 09:30:42"
"69970851","<go><filesystems>","2",""
"69970852","","0",""
"69970853","","2",""
"69970854","","2",""
"69970855","","3",""
"69970857","","0",""
"69970859","","1",""
"69970860","<flutter><dart><device>","-3",""
"69970861","<java><spring><spring-webflux>","0",""
"69970864","","3",""
"69970865","","7",""
"69970866","<intellij-idea>","0",""
"69970867","<python><tensorflow>","0",""
"69970869","<c#><mvvm><uwp><uwp-xaml>","0",""
"69970870","<validation><mule><dataweave>","1",""
"69970871","","1",""
"69970872","","1",""
"69970873","","1",""
"69970874","","4",""
"69970876","<python><java>","0",""
"69970877","","2",""
"69970878","<python><asynchronous><async-await><python-asyncio><event-loop>","0",""
"69970377","<java><android-studio><android-togglebutton>","0",""
"69970378","","1",""
"69970379","<mysql><database><powerbi>","0",""
"69970380","<jquery><asp.net><sumoselect.js>","0",""
"69970381","","2",""
"69970382","","3",""
"69970384","","0",""
"69970386","<reactjs><email><react-fullstack>","0",""
"69970387","","1",""
"69970388","<c#><asp.net>","-3",""
"69970389","","1",""
"69970390","","1",""
"69970391","<laravel><laravel-nova>","0",""
"69970392","","0",""
"69970393","<spring-security>","0",""
"69970394","<django>","0",""
"69970395","","1",""
"69970396","","0",""
"69970398","","1",""
"69970399","","0",""
"69970400","<python><excel>","0",""
"69970401","<salesforce><apex><visualforce><salesforce-lightning>","0",""
"69970402","","5",""
"69970404","","0",""
"69970405","<rest><ibm-cloud><ibm-cloud-infrastructure><ims>","1",""
"69970406","<javascript><excel><office-js>","0",""
"69970407","<python><flask-sqlalchemy><flask-restful>","1",""
"69970411","<javascript><html><dom><cookies><ctf>","0",""
"69970412","","0",""
"69970413","<django><database><django-models><django-rest-framework>","0","2021-11-30 00:04:59"
"69970414","","0",""
"69970415","<sql><oracle><oracle-apex>","-1",""
"69970418","<reactjs><firebase><react-native><google-cloud-firestore><react-redux>","0",""
"69970419","<excel><sum>","0",""
"69970420","","0",""
"69970421","","0",""
"69970422","","0",""
"69970423","<digital-persona-sdk>","0",""
"69970424","","1",""
"69970425","<javascript><node.js><json><xlsx>","0",""
"69970426","<mysql><spring-boot><stored-procedures><procedure><jdbctemplate>","0",""
"69970427","","0",""
"69970428","","5",""
"69970433","<c++11><image-stitching><opencv4><opencv-stitching>","-1",""
"69970434","<c++><winapi><onedrive><access-denied><createfile>","0",""
"69970436","<stripe-payments><payment><payment-processing><opayo>","0",""
"69970437","","-1",""
"69970438","","0",""
"69970439","<android><http><esp32>","0",""
"69970440","<excel-formula><google-sheets-formula>","0",""
"69970441","<bash><homebrew><script><linuxbrew>","0",""
"69970442","<swift><generics><protocols>","1","2021-11-15 07:54:39"
"69970443","<c#><unity3d>","0",""
"69970444","<python><list>","0",""
"69970445","<angular><apache-zeppelin>","0",""
"69970447","","1",""
"69970448","<java>","0",""
"69970449","<jenkins><content-security-policy>","0",""
"69970450","","0",""
"69970451","<c#><asp.net><mongodb><encryption><attributes>","0",""
"69970452","<angular><angular8>","0","2021-11-15 08:40:48"
"69970454","<visual-studio-code><vscode-settings><vscode-debugger>","0",""
"69970455","","1",""
"69970456","","0",""
"69970457","","2",""
"69970458","<performance><testing><jmeter>","0",""
"69970459","","2",""
"69970460","<c#><asp.net><reactjs><entity-framework><identityserver4>","1",""
"69970461","<c++>","-1","2021-11-15 07:41:48"
"69970462","<flutter><flutter-layout><flutter-dependencies>","1",""
"69970463","","0",""
"69970464","<xml><rbac><xacml><role-based-access-control>","0",""
"69970465","<laravel>","0",""
"69970466","<html><angular><node-modules><angular11>","0",""
"69970467","<reactjs><typescript>","0",""
"69970468","<c++><pointers><linked-list><segmentation-fault><singly-linked-list>","0","2021-11-15 07:18:52"
"69970469","<android><android-layout><checkbox><android-edittext><passwords>","0",""
"69970470","<android><android-contentprovider><android-sharing>","0",""
"69970471","<html><ros><svelte-3><sveltekit>","1",""
"69970472","<tensorflow2.0><object-detection-api>","0",""
"69970473","","0",""
"69970474","<javascript><cors><svelte-3><sveltekit>","1",""
"69970475","<css><twitter-bootstrap><responsive-design><media-queries><bootstrap-5>","0",""
"69970476","","0",""
"69970477","","1",""
"69970479","<editor><joomla3.0><jce>","0",""
"69970480","<javascript><internationalization><intl>","0",""
"69970481","","0",""
"69970482","<javascript><reactjs><next.js>","0",""
"69970484","<xcode><ios15>","0",""
"69970485","","0",""
"69970486","<datepicker><antd>","0",""
"69970488","<wordpress>","-2",""
"69970489","<python><pygame><detection><hit>","0","2021-12-29 19:08:18"
"69970490","<c><process>","-1",""
"69970491","","2",""
"69970492","","0",""
"69970493","","0",""
"69970494","","3",""
"69970495","<python><python-3.x><string>","0",""
"69970498","<php><arrays><json>","0","2021-12-13 12:17:52"
"69970499","<kotlin><android-jetpack-compose><bottom-sheet>","0",""
"69970501","","1",""
"69970502","<python><oop><variables>","0",""
"69969621","<node.js><reactjs><web-deployment><mern>","0",""
"69969624","<python><tensorflow><pytorch><tensorflow2.0><automatic-differentiation>","0",""
"69969627","","0",""
"69969629","","0",""
"69969630","<android><android-studio><kotlin><android-recyclerview>","0",""
"69969632","","0",""
"69969633","","0",""
"69969634","<solr>","0",""
"69969635","<javascript><d3.js><arrow-functions>","0",""
"69969637","","0",""
"69969638","","2",""
"69969639","","0",""
"69969640","","0",""
"69969641","","0",""
"69969642","<javascript><typescript><es6-modules>","0",""
"69969643","","1",""
"69969644","","0",""
"69969645","","0",""
"69969646","<vue.js><vuejs2>","0",""
"69969647","<material-ui>","0",""
"69969650","<powerbi><securitycenter><advanced-threat-protection>","0",""
"69969653","","0",""
"69969654","","0",""
"69969656","","2",""
"69969657","<laravel><api><routes>","-1",""
"69969658","<electron><fedora><devtools>","1",""
"69969659","","0",""
"69969660","<android><android-studio><admob><buttonclick><interstitial>","0",""
"69969661","<java><user-interface><actionlistener>","1",""
"69969663","","1",""
"69969664","<rust><borrow-checker>","0",""
"69969665","","11",""
"69969666","<c#><entity-framework-core><.net-5>","1",""
"69969667","","0",""
"69969668","<python><amazon-web-services><amazon-s3><ceph><radosgw>","0",""
"69969669","","0",""
"69969671","","0",""
"69969673","","1",""
"69969674","<visual-studio><asp.net-core><tfs>","0",""
"69969675","","0",""
"69969678","<pyspark><group-by><count><window-functions>","1",""
"69969680","<c#><oledbexception>","1",""
"69969681","<javascript><function><html5-audio>","0",""
"69969682","","1",""
"69969683","<javascript><reactjs><socket.io><react-hooks>","0",""
"69969684","","2",""
"69969685","<dialogflow-es>","0",""
"69969686","","0",""
"69969687","","0",""
"69969688","","1",""
"69969689","<javascript><reactjs><react-native>","0",""
"69969690","<python><insertion-sort>","0",""
"69969691","","1",""
"69969692","<php><codeigniter><file-upload><mkdir>","0",""
"69969693","<python><arrays><numpy><list-comprehension>","0",""
"69969694","<c++><gcc><template-meta-programming>","0",""
"69969696","","1",""
"69969697","<android><kotlin><viewmodel><android-jetpack-compose>","-1",""
"69969698","","-1",""
"69969700","","0",""
"69969702","","0",""
"69969703","","1",""
"69969706","<java>","0",""
"69969707","","1",""
"69969709","<android><android-studio><android-11><android-api-30>","0",""
"69969710","","0",""
"69969711","<swiftui><fullscreen>","0",""
"69969713","<git><android-studio><github>","-1","2021-11-15 09:30:12"
"69969714","","0",""
"69969715","<javascript><regex><string><capture-group>","-2",""
"69969719","","0",""
"69969720","","0",""
"69969722","<ios><mobile><safari><desktop><onbeforeunload>","1",""
"69969723","","0",""
"69969724","","0",""
"69969725","<python><python-3.x><selenium><xpath><scrape>","0",""
"69969726","<php><jquery><wordpress><woocommerce><advanced-custom-fields>","0",""
"69969727","","1",""
"69969730","<java><arrays><generics><binary-search-tree>","1",""
"69969733","<reactjs><resources><jsx><react-admin>","0",""
"69969734","<r><ggplot2><label>","-1",""
"69969736","<pine-script>","0",""
"69969738","","1",""
"69969744","<java><arrayindexoutofboundsexception>","0",""
"69969745","<reactjs><rest><react-redux><react-hooks>","1",""
"69969746","<ios><swift><iphone><ios-universal-links><ios-shortcut>","0",""
"69969747","<python><excel><pandas>","0",""
"69969748","<javascript><reactjs><react-redux><frontend><countdowntimer>","1",""
"69969749","","1",""
"69969750","","1",""
"69969751","<java><android-windowmanager><flag-secure>","0",""
"69969755","","0",""
"69969757","<visual-c++><visual-studio-2015><yarnpkg><node-gyp>","0",""
"69969758","","0",""
"69969759","","0",""
"69969761","","1",""
"69969762","<java><spring><spring-boot><maven>","-1",""
"69969763","","0",""
"69969764","<makefile><fortran><gfortran>","1",""
"69969766","<javascript><html><css><reactjs>","0",""
"69969767","","0",""
"69969768","<python-3.x><robotframework><google-chrome-headless><headless-browser>","0",""
"69969769","","0",""
"69969770","","0",""
"69969771","","0",""
"69969772","<r><igraph><network-analysis>","4",""
"69969773","<outlook><microsoft-graph-api><ms-office><microsoft-teams>","3",""
"69969774","","0",""
"69969775","<dataframe><scala><apache-spark><vector>","0",""
"69969777","<python><pandas><scikit-learn>","-2","2021-11-15 08:09:12"
"69969924","<angular>","0",""
"69969925","","0",""
"69969926","","0",""
"69969927","","0",""
"69969928","<javascript><reactjs>","0",""
"69969929","<reactjs><react-native><redux><react-redux><redux-toolkit>","-1","2021-11-15 07:35:01"
"69969931","<python><jupyter-notebook><julia><linear-algebra>","4",""
"69969933","<php><error-handling><imap>","0",""
"69969934","<android><bluetooth-lowenergy><bluetoothlescanner>","0",""
"69969935","","1",""
"69969936","<mysql><spring-boot><kotlin><jpa><one-to-one>","0",""
"69969937","","0",""
"69969938","<api><alfresco>","0",""
"69969940","<css><angular><angularjs><typescript><typeerror>","0",""
"69969941","<javascript><php><jquery><arrays>","0",""
"69969942","","0",""
"69969943","<php><laravel><desktop-application><serve><phpdesktop>","0",""
"69969944","","6",""
"69969946","","1",""
"69969947","<php><arrays><json>","0","2021-11-15 06:38:44"
"69969948","<tensorflow><cmake><tensorflow-lite>","1",""
"69969949","","0",""
"69969950","","0",""
"69969951","<css>","0",""
"69969953","","0",""
"69969955","<c++>","-1",""
"69969959","","1",""
"69969960","<c++><c++11><c++17><template-meta-programming><sfinae>","1","2021-11-15 10:34:40"
"69969961","<mongodb><azure><azure-cosmosdb><azure-data-factory><data-migration>","0",""
"69969962","","1",""
"69969963","<python><css><django>","0",""
"69969964","<asp.net-web-api><azure-active-directory><azure-web-app-service><azure-virtual-network><on-premises-instances>","0",""
"69969965","<file><codeigniter>","0",""
"69969966","","0",""
"69969967","<python><youcompleteme>","0","2021-11-15 13:17:54"
"69969968","","0",""
"69969970","<c#><excel-interop>","0",""
"69969973","","0",""
"69969975","<javascript><html><css><textarea>","0",""
"69969977","<javascript><reactjs><react-native><youtube-iframe-api>","0",""
"69969979","","0",""
"69969980","","0",""
"69969981","<flutter><listview><stack>","1",""
"69969982","<angular><angular10><ngx-translate>","0",""
"69969983","<azure-cosmosdb><azure-cosmosdb-sqlapi>","0",""
"69969984","","0",""
"69969985","<c#><wpf><memory-leaks><event-handling>","1",""
"69969986","<java><spring><spring-boot><resttemplate>","0",""
"69969987","<python><dictionary><python-unittest>","0",""
"69969988","<pine-script>","0",""
"69969989","<java><go><hash>","-2",""
"69969990","","1",""
"69969991","","0",""
"69969995","","0",""
"69969996","","0",""
"69969997","","1",""
"69969998","","0",""
"69969999","","0",""
"69970000","<angular>","0",""
"69970001","<gamlss>","0",""
"69970002","","0",""
"69970003","","-1",""
"69970004","","1",""
"69970005","","0",""
"69970006","","1",""
"69970007","<pandas>","0","2021-11-15 06:00:24"
"69970008","<node.js><angular>","0",""
"69970009","<java><enums><factory>","2",""
"69970010","","3",""
"69970011","","2",""
